"Unnormalised"
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.04,0.04,0.1,0.2,0.28,0.36,0.42,0.58,1.3,1.48,1.26,1.2,1.18,0.84,0.78,0.38,0.22,0.12,0.08,0.08,0.04,0,0,0,0,0,0,0,0,0,0,0,0,
0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0.02,0.06,0.04,0.08,0.14,0.32,0.32,0.54,0.84,0.96,1.3,1.24,1.4,1.26,0.92,0.66,0.62,0.46,0.24,0.14,0.24,0.04,0.04,0.06,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0.02,0.04,0.02,0,0.04,0.12,0.16,0.06,0.24,0.42,0.52,0.76,0.92,1.06,1.44,1.54,1.34,1.2,1.18,0.78,0.46,0.18,0.3,0.08,0.06,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.1,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0,0.02,0.02,0.02,0.02,0,0,0.08,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.04,0.02,0.04,0.08,0.06,0.14,0.16,0.26,0.38,0.4,0.62,0.64,1.12,1.26,1.38,1.14,1.56,1.24,1.14,0.7,0.5,0.3,0.22,0.14,0.04,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.28,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.06,0,0.04,0.04,0,0,0,0.02,0.02,0,0,0,0.04,0,0,0,0,0.04,0.02,0,0,0,0,0,0.04,0.12,0.06,0.14,0.3,0.28,0.6,0.32,0.76,0.9,1.12,1.3,1.24,1.24,1.18,0.78,0.96,0.74,0.5,0.44,0.3,0.14,0.16,0.1,0.08,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.04,0,0.06,0.06,0.06,0.04,0.12,0.18,0.2,0.24,0.2,0.16,0.4,0.46,0.56,0.8,0.92,0.94,1.04,1.22,1.18,1.22,1.44,1.1,1.18,0.58,0.46,0.34,0.26,0.12,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.7,0.14,0.02,0,0.04,0,0.06,0,0,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0.02,0.06,0.02,0.04,0.02,0.08,0.04,0.12,0.18,0.12,0.06,0.24,0.26,0.36,0.28,0.38,0.48,0.7,0.96,0.92,1.04,1.04,1.12,1.2,1.1,1.4,1.22,1.1,0.66,0.34,0.12,0.12,0.06,0.02,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.96,0.5,0.02,0.02,0.04,0.02,0.02,0.02,0.04,0,0.02,0.02,0,0,0.04,0,0,0.04,0,0,0.02,0,0.06,0.02,0.04,0,0,0,0.02,0.02,0,0.04,0,0.02,0,0.02,0.08,0,0,0,0.04,0.02,0,0,0,0.02,0,0.02,0.02,0.02,0.08,0.08,0.1,0.16,0.14,0.24,0.28,0.24,0.32,0.4,0.38,0.9,0.96,0.58,1.24,1.44,1.2,1.42,1.36,1.16,0.72,0.72,0.66,0.34,0.16,0.12,0.08,0.1,0.04,0.02,0.04,0.02,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.52,1.6,0.06,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,0.04,0,0.06,0.02,0.08,0.04,0.04,0.06,0.08,0,0.08,0.06,0.04,0,0.1,0.04,0.04,0.04,0.02,0.06,0.04,0.08,0.06,0.06,0.14,0.14,0.2,0.1,0.22,0.28,0.5,0.56,0.72,0.86,1.04,1.28,1.32,1.44,1.06,0.9,0.94,1.08,0.76,0.32,0.28,0.24,0.08,0.04,0.04,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.2,1.26,0.2,0.2,0.08,0.14,0.08,0,0.06,0,0,0.02,0.02,0,0.02,0,0,0,0,0,0.06,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.04,0.02,0.02,0.06,0.06,0.04,0.02,0.04,0,0.04,0.02,0.08,0.02,0.06,0.06,0.06,0.04,0.08,0.14,0.16,0.16,0.3,0.3,0.2,0.22,0.44,0.4,0.44,0.82,1.22,0.6,1.12,1.24,0.86,1.36,1.2,1.04,0.92,0.52,0.38,0.28,0.16,0.08,0.1,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.98,2.54,0.08,0.08,0.06,0,0,0,0,0,0,0,0.02,0.02,0.02,0.04,0.02,0,0.1,0.06,0.02,0.04,0.02,0,0,0.02,0.02,0.04,0,0.04,0.02,0.02,0.06,0.06,0,0.04,0.02,0.14,0.14,0.1,0.06,0.1,0.18,0.14,0.1,0.2,0.12,0.12,0.28,0.24,0.26,0.26,0.24,0.2,0.5,0.32,0.48,0.5,0.74,0.74,1.08,1.08,1.32,1.2,0.94,0.8,0.66,0.32,0.28,0.32,0.16,0.08,0.1,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.58,1.38,0.3,0.34,0.22,0.18,0.14,0.06,0.06,0.08,0.02,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0.02,0,0,0.02,0,0,0.02,0.06,0.04,0.1,0.06,0.04,0.02,0.1,0.08,0.02,0.14,0.04,0.04,0.08,0.2,0.08,0.2,0.12,0.28,0.32,0.44,0.26,0.46,0.7,0.64,0.86,0.88,0.94,1.08,0.96,1.1,0.94,1.02,1.14,0.58,0.6,0.44,0.26,0.08,0.06,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.64,2.76,0.2,0.18,0.08,0.1,0.16,0.16,0.14,0.04,0.16,0.02,0.14,0.1,0,0.06,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.08,0.04,0.06,0.04,0.14,0.18,0.36,0.24,0.24,0.28,0.38,0.42,0.44,0.58,0.82,1.14,1.08,1.12,1.22,0.94,0.88,0.54,0.78,0.52,0.38,0.38,0.16,0.26,0.08,0.06,0.1,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5.96,3.02,0,0.02,0.06,0.04,0.08,0.06,0.06,0.12,0.08,0.04,0.1,0.08,0.04,0.08,0.04,0.04,0.12,0.06,0.06,0.04,0.08,0,0.06,0.02,0.02,0,0.02,0.04,0.02,0.02,0.04,0.02,0,0.04,0.06,0.1,0.06,0.1,0.2,0.12,0.26,0.2,0.32,0.26,0.48,0.3,0.52,0.56,0.54,0.26,0.54,0.7,0.7,1.02,0.98,0.72,1.06,0.7,0.74,0.6,0.5,0.32,0.2,0.16,0.1,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7.06,3.32,0.12,0.12,0.08,0.04,0.06,0.16,0.06,0.06,0.06,0.1,0.08,0.14,0.06,0.04,0,0.06,0,0,0.04,0,0.02,0.04,0.04,0.1,0.02,0.12,0.04,0.14,0.18,0.08,0.26,0.04,0.14,0.08,0.12,0.12,0.3,0.16,0.18,0.32,0.2,0.3,0.38,0.62,0.46,0.36,0.56,0.6,0.82,0.5,0.4,0.56,0.82,0.74,0.74,0.54,0.62,0.52,0.4,0.28,0.2,0.12,0.04,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9.06,7.62,0.28,0.18,0.14,0.14,0.1,0.02,0.02,0.04,0.06,0.16,0.04,0.04,0.06,0.02,0.02,0.04,0,0,0.04,0,0.02,0.08,0.1,0.12,0.1,0.16,0.04,0.08,0.14,0.06,0.18,0.1,0.12,0.12,0.12,0.22,0.12,0.12,0.1,0.12,0.3,0.3,0.18,0.44,0.32,0.3,0.36,0.3,0.38,0.3,0.46,0.28,0.54,0.32,0.22,0.28,0.14,0.12,0.1,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.12,3.9,0.18,0.28,0.2,0.12,0.04,0.06,0.04,0.06,0.06,0.1,0.04,0.1,0.08,0.08,0.08,0.1,0.16,0.12,0.12,0.1,0.3,0.22,0.18,0.14,0.26,0.08,0.26,0.18,0.32,0.34,0.26,0.3,0.36,0.3,0.24,0.16,0.34,0.16,0.24,0.22,0.26,0.28,0.24,0.26,0.4,0.46,0.38,0.72,0.56,0.64,0.56,0.38,0.32,0.16,0.18,0.08,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.7,5.42,0.24,0.16,0.08,0.34,0.22,0.12,0.16,0.18,0.12,0.1,0.1,0.06,0.1,0.12,0.08,0.08,0.04,0,0.02,0,0.02,0,0.04,0.08,0,0.1,0.1,0.04,0.14,0.16,0.2,0.12,0.2,0.14,0.2,0.14,0.26,0.24,0.24,0.2,0.36,0.18,0.36,0.36,0.44,0.48,0.3,0.4,0.4,0.44,0.46,0.42,0.38,0.32,0.32,0.12,0.02,0.06,0.04,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13.66,5.3,0.58,0.38,0.36,0.22,0.14,0.14,0.1,0.1,0.1,0.12,0.08,0.16,0.1,0.06,0.06,0.08,0,0.04,0.06,0.06,0.08,0.06,0.06,0.14,0.08,0.14,0.14,0.04,0.02,0.1,0.12,0.16,0.16,0.1,0.14,0.14,0.16,0.2,0.18,0.26,0.38,0.44,0.34,0.36,0.5,0.6,0.24,0.38,0.38,0.22,0.22,0.26,0.18,0.06,0.02,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15.44,6.32,0.5,0.28,0.38,0.18,0.16,0.26,0.24,0.16,0.1,0.1,0.08,0.12,0.14,0.08,0.06,0.06,0.1,0.14,0.06,0.14,0.18,0.06,0.18,0.1,0.2,0.1,0.16,0.12,0.14,0.1,0.06,0.16,0.18,0.08,0.16,0.18,0.18,0.12,0.24,0.26,0.12,0.26,0.24,0.32,0.22,0.22,0.14,0.12,0.1,0.08,0.04,0,0.04,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17.28,8.14,0.36,0.36,0.2,0.24,0.16,0.12,0.14,0.06,0.06,0.02,0,0.02,0.02,0.02,0,0.04,0.04,0.02,0.1,0.04,0.12,0.1,0.04,0.08,0.04,0.08,0.04,0.06,0.02,0.04,0.06,0.04,0.1,0.14,0.06,0.08,0.12,0.06,0.24,0.18,0.24,0.12,0.12,0.26,0.3,0.16,0.08,0.14,0.02,0.04,0.22,0.06,0.04,0,0.04,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.62,6.36,0.2,0.16,0,0.04,0.04,0.16,0.04,0.06,0.18,0.12,0.12,0.06,0.06,0.02,0.04,0.14,0.06,0.16,0.08,0.1,0.04,0.04,0.08,0.1,0.06,0.1,0.04,0.02,0.06,0.16,0.16,0.14,0.18,0.06,0.08,0.08,0.08,0.18,0.18,0.18,0.26,0.2,0.28,0.3,0.28,0.22,0.22,0.06,0.16,0.08,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21.68,7.28,0.3,0.42,0.2,0.28,0.22,0.14,0.06,0.02,0.04,0.02,0.04,0.08,0.08,0,0.02,0.02,0.12,0.06,0.02,0.04,0.04,0.02,0.04,0.06,0.06,0,0.02,0.02,0,0.04,0,0.04,0.08,0.06,0.06,0.2,0.06,0.14,0.1,0.18,0.14,0.16,0.16,0.08,0,0.04,0,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23.92,5.82,0.18,0.16,0.16,0.14,0.04,0.08,0.04,0.04,0,0.04,0.04,0.06,0.1,0.1,0.08,0.08,0.06,0.1,0.02,0.02,0.04,0.06,0,0.04,0,0.02,0.04,0.04,0,0.02,0.16,0.1,0.16,0.16,0.2,0.4,0.18,0.12,0.36,0.08,0.12,0.12,0.08,0.06,0.12,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25.36,5.62,0.2,0.16,0.1,0.18,0.06,0.1,0.02,0.08,0.02,0.02,0.08,0,0.08,0.04,0.06,0.08,0.08,0.12,0.06,0.16,0.2,0.08,0.06,0.1,0.08,0.06,0.1,0.16,0.14,0.16,0.14,0.18,0.24,0.2,0.02,0.08,0.1,0.04,0.06,0.06,0.04,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27.56,5.42,0.26,0.18,0.08,0.16,0.16,0.14,0.1,0.04,0.06,0.08,0.08,0.08,0.06,0.12,0.04,0.04,0.06,0.06,0.12,0.08,0.06,0.08,0.06,0.12,0,0.02,0.14,0.08,0.14,0.08,0.1,0.08,0,0.04,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29.08,4.86,0.18,0.16,0.08,0.06,0.04,0.12,0.04,0.02,0.04,0.08,0.08,0,0.1,0.1,0.1,0.18,0.1,0.06,0,0.04,0.04,0.1,0.12,0.02,0,0.14,0.08,0.08,0.18,0.02,0.08,0.12,0.02,0.08,0.06,0.06,0.08,0.02,0.04,0,0.02,0.02,0,0.04,0,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30.76,5.4,0.16,0.2,0.02,0.06,0.04,0.02,0,0,0,0,0,0,0,0.06,0.04,0,0.04,0,0.04,0.02,0.04,0.04,0.02,0.06,0,0,0.04,0.06,0.06,0.04,0.16,0.08,0.06,0.1,0.08,0.14,0.06,0,0.08,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33.06,4.72,0.04,0.06,0.04,0.12,0.04,0.06,0.04,0,0.02,0,0.02,0.04,0.02,0.06,0.06,0.12,0.06,0.1,0.06,0.02,0.04,0,0.02,0.06,0.02,0.04,0,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35.06,3.98,0.16,0.02,0.02,0,0.04,0.02,0.02,0,0,0.04,0.06,0,0.02,0.08,0.04,0.04,0.04,0.06,0.06,0,0,0,0.08,0.02,0.04,0.06,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36.7,3.92,0.04,0,0,0,0,0,0,0.02,0.02,0.04,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.04,0,0,0.04,0.02,0.04,0.04,0.02,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38.42,2.9,0.02,0,0.04,0,0.06,0,0,0.06,0,0,0.02,0.02,0,0.02,0.02,0.02,0.04,0,0,0,0,0.04,0,0.04,0.04,0.04,0.04,0,0.02,0.04,0.02,0,0.04,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.12,2.68,0.1,0.02,0.06,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41.5,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42.98,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44.18,1.8,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45.46,1.44,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46.76,1.22,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47.86,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49.16,0.82,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
